"draw","cumulative","peakDebt","breakEven","year10Cost","northGrowth","southGrowth","ukPensionShare","ukDebtShare","reratingScope","interestRate","taxMultiplier","investmentOutputReturn","oneOffTransitionCost"
"1526","145.53","101.87","","6.93","4.8","3.5","74.5513","74.5513","30.7187","2","0.2","0.14","1.798"
"1527","153.04","107.13","","6.96","4.2255","2.9348","83.4279","83.4279","36.472","2.8172","0.3696","0.1013","4.2524"
"1528","111.07","79.97","23","6.86","4.4913","2.3184","67.3758","67.3758","39.3259","3.4919","0.5545","0.1091","2.7307"
"1529","123.56","86.49","","5.4","3.621","2.6049","100","100","29.9888","3.4004","0.4685","0.0835","5.3926"
"1530","454.56","318.19","","16.35","2.434","1.5","59.2312","59.2312","59.888","5.059","0.8113","0.0487","6.1637"
"1531","150.19","105.13","","6.87","3.9621","2.6591","84.1411","84.1411","34.2511","3.1517","0.4523","0.0936","3.8594"
"1532","197.79","138.45","","8.39","3.6065","2.2334","82.9951","82.9951","45.0493","3.9895","0.58","0.0831","6.0815"
"1533","120.2","84.14","","6.53","3.9719","1.9778","83.5721","83.5721","47.0071","4.3987","0.6567","0.0938","6.5895"
"1534","114.95","80.47","","5.24","4.2194","3.345","95.6255","95.6255","25","2","0.2465","0.1011","1.3253"
"1535","475.74","333.02","","16.73","2.3424","2.2796","65.1933","65.1933","59.1789","4.0083","0.5661","0.046","6.8061"
"1536","364.06","254.84","","13.15","2.9183","2.7108","77.1698","77.1698","52.171","3.4224","0.4367","0.0629","6.8682"
"1537","279.63","195.74","","10.12","2.7862","2.3936","91.6406","91.6406","42.9689","3.8487","0.5319","0.0591","6.7816"
"1538","183.15","128.21","","7.74","3.6367","2.662","83.4011","83.4011","31.2357","3.061","0.4514","0.084","3.0969"
"1539","506.33","354.43","","17.91","1.9232","2.285","58.1505","58.1505","50.4043","3.6744","0.5645","0.0337","3.9326"
"1540","302.68","211.88","","11.64","3.2608","2.048","75.1331","75.1331","56.7971","4.4185","0.6356","0.073","7.6132"
"1541","673.91","471.74","","24.89","2.941","1.8843","6.5691","6.5691","82.1929","4.2351","0.6847","0.0636","4.0186"
"1542","136.01","95.21","","7.17","4.6633","2.8974","68.6828","68.6828","35.9149","2.6303","0.3808","0.1141","2.1553"
"1543","193.52","135.47","","8.9","4.0629","2.3542","70.3139","70.3139","46.4215","3.6647","0.5437","0.0965","4.6852"
"1544","203.9","142.73","","8.23","3.0073","2.0135","87.249","87.249","34.5837","4.095","0.646","0.0655","4.3487"
"1545","134.43","94.1","","5.76","3.7538","2.6412","100","100","36.5335","3.577","0.4576","0.0874","7.3869"
"1546","321.77","225.24","","12.82","3.3244","2.252","57.5307","57.5307","45.3074","3.5828","0.5744","0.0748","2.7283"
"1547","196.53","137.57","","9.53","4.6961","2.4675","65.9207","65.9207","65.2786","3.9135","0.5098","0.1151","8.2455"
"1548","198.59","139.01","","8.7","4.4216","2.9828","75.1039","75.1039","48.7373","2.9312","0.3552","0.107","5.8361"
"1549","235.42","164.79","","8.34","2.478","2.3935","100","100","25","3.9021","0.5319","0.05","7.2503"
"1550","178.56","124.99","","6.85","2.7474","2.0935","100","100","27.0249","4.1739","0.6219","0.0579","6.0125"
"1551","283.75","198.63","","10.42","2.7432","2.491","86.5664","86.5664","36.5904","3.4782","0.5027","0.0578","4.6988"
"1552","161.62","113.13","","7.13","4.0304","2.7021","87.2732","87.2732","41.912","3.3317","0.4394","0.0956","5.9642"
"1553","236.5","165.55","","8.55","2.5013","1.8898","100","100","40.3877","4.6058","0.6831","0.0507","7.3478"
"1554","39.43","32.07","20","3.12","4.1375","2.6092","100","100","25","3.1933","0.4672","0.0987","3.6231"
"1555","93.05","65.13","","5.05","4.124","2.5392","92.1577","92.1577","35.1606","3.4612","0.4882","0.0983","5.133"
"1556","482.76","337.93","","18.2","3.2134","2.0443","38.932","38.932","69.2927","4.185","0.6367","0.0716","5.5144"
"1557","327.03","228.92","","12.87","3.4791","2.027","64.3839","64.3839","61.6308","4.4046","0.6419","0.0794","7.2371"
"1558","169.4","118.58","","6.64","2.952","2.2181","100","100","29.4012","3.9609","0.5846","0.0639","5.6451"
"1559","447.84","313.49","","16.93","3.3163","2.6752","44.5489","44.5489","61.3214","3.2037","0.4474","0.0746","4.5129"
"1560","436.63","305.64","","16.79","3.1852","2.1181","40.8048","40.8048","58.3171","3.8377","0.6146","0.0708","3.3506"
"1561","336.94","235.86","","13.82","4.4914","2.9961","48.6097","48.6097","68.2831","2.9983","0.3512","0.1091","6.5883"
"1562","256.5","179.55","","10.17","3.6462","2.7188","76.613","76.613","45.3014","3.2312","0.4344","0.0843","5.2823"
"1563","387.01","270.91","","14.23","2.711","2.3804","65.6372","65.6372","47.2479","3.5781","0.5359","0.0569","4.2407"
"1564","372.02","260.41","","13.92","2.9867","2.4873","63.6806","63.6806","48.6793","3.4372","0.5038","0.0649","4.2936"
"1565","250.36","175.25","","9.05","2.195","1.9527","95.2385","95.2385","28.4304","4.1462","0.6642","0.0417","4.0649"
"1566","326.12","228.28","","12.33","3.1368","2.4599","71.2386","71.2386","47.8311","3.5686","0.512","0.0693","5.1192"
"1567","232.14","162.5","","10.78","4.417","2.2702","58.885","58.885","62.7834","4.0153","0.5689","0.1069","6.7543"
"1568","362.33","253.63","","13.15","2.4014","2.3976","74.1449","74.1449","38.4799","3.4648","0.5307","0.0478","3.4511"
"1569","362.99","254.09","","12.63","2.3403","2.4537","87.6022","87.6022","47.0707","3.8072","0.5139","0.046","7.1431"
"1570","553.51","387.46","","19.8","2.5666","2.3925","45.6061","45.6061","68.7292","3.7937","0.5322","0.0526","6.2842"
"1571","205.69","143.98","","7.97","3.527","2.8254","93.9285","93.9285","39.6446","3.2068","0.4024","0.0808","6.3566"
"1572","474.37","332.06","","18.6","3.5977","2.4423","24.549","24.549","64.9112","3.3094","0.5173","0.0829","2.6244"
"1573","172.1","120.47","","7.64","3.8956","2.1879","89.067","89.067","56.1487","4.4219","0.5936","0.0916","9.3365"
"1574","363.46","254.42","","13.26","2.3842","1.9825","71.6217","71.6217","41.7978","4.0801","0.6552","0.0473","3.8431"
"1575","101.74","71.22","","4.8","3.4346","2.345","100","100","25","3.5706","0.5465","0.0781","3.7451"
"1576","41.88","32.26","21","3.13","4.3516","2.8848","100","100","25","2.7276","0.3845","0.105","2.8595"
"1577","385.64","269.94","","14.46","3.0908","2.0931","61.7691","61.7691","59.4229","4.2187","0.6221","0.068","6.4012"
"1578","436.19","305.33","","15.82","2.692","2.8355","62.7817","62.7817","52.4851","3.0399","0.3993","0.0563","5.0105"
"1579","324.8","227.36","","12.94","4.0551","3.2252","56.1939","56.1939","52.0883","2.3939","0.2825","0.0963","4.0411"
"1580","123.51","86.45","","5.35","3.8215","3.0658","99.349","99.349","25","2.4098","0.3303","0.0894","2.2524"
"1581","-23.68","21.79","11","1.55","4.6019","2.5148","100","100","28.2817","3.4846","0.4956","0.1123","5.0428"
"1582","562.9","394.03","","20.67","2.8996","2.555","32.7419","32.7419","70.4943","3.4186","0.4835","0.0624","4.9498"
"1583","221.08","154.76","","8.39","3.0996","2.2497","95.3022","95.3022","44.0602","4.1296","0.5751","0.0683","7.512"
"1584","241.98","169.38","","9.86","3.5567","2.2532","77.2379","77.2379","49.2208","3.979","0.5741","0.0817","6.2282"
"1585","365.72","256","","13.2","2.6329","2.6282","76.5134","76.5134","44.9432","3.3453","0.4615","0.0546","5.1902"
"1586","287.86","201.5","","10.72","2.9402","2.1551","83.989","83.989","47.8875","4.1832","0.6035","0.0636","6.839"
"1587","431.44","302.01","","16.48","3.4066","2.2728","45.846","45.846","65.6951","3.8862","0.5682","0.0773","5.6488"
"1588","373.47","261.43","","14.79","3.64","2.076","50.8007","50.8007","66.4375","4.2507","0.6272","0.0841","6.4756"
"1589","395.76","277.04","","15.47","3.1553","2.3401","43.042","43.042","46.1843","3.2632","0.548","0.0699","0.981"
"1590","436.94","305.86","","16.29","3.2442","2.5996","52.5898","52.5898","63.0409","3.473","0.4701","0.0725","5.968"
"1591","176.47","123.53","","8.14","4.2358","2.7251","73.2182","73.2182","40.5118","3.0512","0.4325","0.1016","3.774"
"1592","269.12","188.39","","9.7","2.5818","2.2888","93.7237","93.7237","37.5903","3.8901","0.5634","0.0531","5.8772"
"1593","304.06","212.84","","12.65","3.6722","1.8215","59.0111","59.0111","63.005","4.6398","0.7035","0.0851","6.82"
"1594","116.26","81.38","","5.74","4.194","2.6013","92.7858","92.7858","43.3872","3.5911","0.4696","0.1004","7.0269"
"1595","235.52","164.87","","10.43","4.432","2.8543","59.2111","59.2111","49.4568","2.884","0.3937","0.1073","3.8662"
"1596","223.25","156.28","","9.88","4.4839","2.7138","68.504","68.504","59.4624","3.4687","0.4359","0.1089","7.3118"
"1597","325.95","228.16","","12.17","2.9208","2.1551","74.8838","74.8838","49.0966","4.0749","0.6035","0.063","5.8857"
"1598","521.37","364.96","","17.33","1.5266","1.5","73.6116","73.6116","57.9345","5.2967","0.8261","0.0221","7.6597"
"1599","268.24","187.77","","9.25","1.8403","1.5978","100","100","30.9917","4.9608","0.7707","0.0313","6.9379"
"1600","146.84","102.79","","6.54","3.7527","2.7186","87.0226","87.0226","26.3966","2.9173","0.4344","0.0874","2.5172"
"1601","263.49","184.44","","11.15","3.9855","2.4923","61.6471","61.6471","51.4224","3.4679","0.5023","0.0942","4.6248"
"1602","171.81","120.27","","8.13","3.9658","2.2942","73.1019","73.1019","40.9307","3.6524","0.5618","0.0937","3.8506"
"1603","165.5","115.85","","8.29","4.578","2.7308","64.6821","64.6821","42.88","2.9726","0.4307","0.1116","3.1519"
"1604","86.61","60.75","25","5","4.1001","2.401","90.5205","90.5205","35.4077","3.6326","0.5297","0.0976","4.9681"
"1605","310.6","217.42","","12.02","3.4947","2.7319","68.5294","68.5294","48.247","3.1638","0.4304","0.0798","4.8478"
"1606","459.54","321.68","","17.78","3.5703","3.3822","31.8202","31.8202","55.5043","2","0.2354","0.0821","1.5286"
"1607","508.77","356.14","","19.32","3.5205","2.2193","31.7128","31.7128","77.7101","4.045","0.5842","0.0806","6.3995"
"1608","245.05","171.53","","10.07","4.1208","2.815","74.2352","74.2352","54.4775","3.2922","0.4055","0.0982","6.9826"
"1609","617.34","432.14","","22.74","3.6967","2.3699","23.6254","23.6254","100","4.2754","0.539","0.0858","10.2496"
"1610","130.23","91.16","","5.63","3.29","2.2165","100","100","31.0699","3.9686","0.585","0.0738","5.6936"
"1611","365.86","256.1","","12.85","1.9047","2.327","83.6052","83.6052","34.1109","3.5966","0.5519","0.0332","3.7568"
"1612","236.79","165.75","","9.11","2.8387","2.2817","85.8858","85.8858","30.2755","3.5977","0.5655","0.0606","3.2184"
"1613","455.81","319.07","","16.8","3.0759","2.4449","52.441","52.441","64.2518","3.7137","0.5165","0.0676","6.2145"
"1614","166.6","116.62","","6.73","2.8884","2.14","95.6754","95.6754","25.052","3.8109","0.608","0.0621","3.3801"
"1615","66.86","46.8","","3.72","4.5814","3.3935","100","100","25","2","0.232","0.1117","1.9938"
"1616","321.74","225.22","","12.99","3.9675","2.9128","53.8651","53.8651","51.9037","2.7834","0.3762","0.0937","3.6886"
"1617","373.54","261.48","","13.63","2.6507","2.1639","70.7109","70.7109","48.9503","3.9956","0.6008","0.0551","5.2947"
"1618","224.14","156.9","","8.12","2.4001","2.3093","100","100","25","3.645","0.5572","0.0477","3.9688"
"1619","426.16","298.31","","16.48","3.7003","2.3386","44.5515","44.5515","71.9842","3.9332","0.5484","0.0859","6.8591"
"1620","465.29","325.71","","17","2.8014","1.9758","53.0056","53.0056","63.7572","4.3551","0.6573","0.0595","6.1812"
"1621","254.01","177.8","","9.93","3.3233","2.4474","80.2388","80.2388","42.5788","3.5916","0.5158","0.0748","5.1689"
"1622","223.24","156.27","","9.42","3.4171","2.0293","75.1838","75.1838","42.9385","4.0985","0.6412","0.0776","4.5711"
"1623","316.56","221.59","","11.77","3.0584","2.5711","77.7398","77.7398","46.3462","3.4775","0.4787","0.067","5.6631"
"1624","93.59","65.52","","4.81","4.5178","2.9264","99.4275","99.4275","45.4053","3.2956","0.3721","0.1099","8.3603"
"1625","389.28","272.49","","14.6","2.8927","2.2397","58.9264","58.9264","49.8676","3.7351","0.5781","0.0622","3.9184"
"1626","243.04","170.13","","9.31","3.2449","2.6332","86.4519","86.4519","38.4585","3.3276","0.46","0.0725","5.0944"
"1627","354.76","248.33","","13.66","3.2202","2.2291","60.0398","60.0398","52.6066","3.8351","0.5813","0.0718","4.6701"
"1628","297.2","208.04","","12.15","4.0087","2.7341","59.0431","59.0431","54.0296","3.161","0.4298","0.0949","4.8497"
"1629","288.76","202.13","","11.46","3.9814","3.0202","68.246","68.246","52.5977","2.8719","0.3439","0.0941","5.7671"
"1630","125.5","87.85","","5.52","2.6349","1.6068","100","100","25","4.4977","0.768","0.0546","2.9721"
"1631","275.24","192.67","","10.68","3.354","2.6474","75.9364","75.9364","41.6552","3.228","0.4558","0.0757","4.3895"
"1632","359.65","251.76","","13.4","3.0283","2.4308","68.0683","68.0683","51.0142","3.64","0.5208","0.0662","5.3949"
"1633","602.64","421.85","","21.46","2.0369","2.8179","43.4527","43.4527","65.075","3.0847","0.4046","0.0371","5.1919"
"1634","534.18","373.93","","19.17","2.3927","2.1231","46.1316","46.1316","61.5641","3.993","0.6131","0.0475","4.7782"
"1635","129.12","90.38","","5.54","3.3357","2.5237","99.7291","99.7291","25","3.1813","0.4929","0.0752","2.4822"
"1636","260.48","182.34","","10.02","2.946","2.3541","80.543","80.543","34.0258","3.5106","0.5438","0.0637","3.3279"
"1637","38.26","46.22","18","4.21","4.8","2.3883","88.6595","88.6595","50.612","4.0017","0.5335","0.1257","8.0638"
"1638","295.12","206.59","","10.82","2.7092","2.3273","84.8112","84.8112","39.9411","3.7603","0.5518","0.0568","5.2009"
"1639","203.22","142.26","","8.27","3.8716","2.8288","86.5643","86.5643","44.1715","3.2031","0.4014","0.0909","6.3663"
"1640","444.93","311.45","","16.87","3.2151","1.6771","47.6728","47.6728","72.1258","4.8938","0.7469","0.0716","7.3082"
"1641","166.33","116.43","","6.71","3.5419","2.7505","96.831","96.831","33.0937","3.1902","0.4249","0.0812","5.3041"
"1642","160.91","112.64","","6.5","2.9316","2.2049","97.4471","97.4471","25","3.7456","0.5885","0.0633","3.5897"
"1643","381.87","267.31","","13.42","3.0246","2.4388","83.4084","83.4084","68.4876","4.2993","0.5184","0.0661","11.2933"
"1644","112.91","79.04","","5.19","3.7759","2.5195","100","100","34.7979","3.7007","0.4942","0.0881","7.0012"
"1645","286.74","200.72","","11.2","3.7203","2.6214","74.4653","74.4653","56.264","3.6065","0.4636","0.0865","7.4065"
"1646","260.11","182.08","","10.34","3.433","2.2263","77.367","77.367","50.2688","4.0441","0.5821","0.078","6.4761"
"1647","213.07","149.15","","7.97","2.9031","2.6941","96.5858","96.5858","26.5652","3.1007","0.4418","0.0625","3.835"
"1648","86.93","60.85","","4.47","3.8204","2.4308","100","100","31.0484","3.8224","0.5208","0.0894","7.0003"
"1649","319.63","223.74","","12.76","3.4348","3.0091","53.2369","53.2369","31.8463","2.14","0.3473","0.0781","0"
"1650","190.22","133.15","","7.18","3.0879","2.6675","100","100","28.7537","3.3361","0.4497","0.0679","5.5849"
"1651","90.78","63.54","","4.53","3.9526","2.6732","100","100","30.8788","3.2993","0.448","0.0933","5.3299"
"1652","145.92","102.15","","5.94","3.4544","2.8263","100","100","25","2.9093","0.4021","0.0787","3.7492"
"1653","90.68","63.48","","4.58","3.9271","2.6901","97.5981","97.5981","26.9457","3.1311","0.443","0.0925","4.0542"
"1654","539.31","377.52","","19.03","2.0972","2.1985","52.8289","52.8289","59.1796","3.9317","0.5905","0.0389","5.1505"
"1655","196.3","137.41","","7.75","3.2191","2.5018","92.0473","92.0473","32.3753","3.4413","0.4995","0.0718","4.5054"
"1656","271.19","189.83","","11.46","4.6402","2.9674","62.3016","62.3016","67.0777","3.216","0.3598","0.1134","8.1566"
"1657","366.02","256.22","","14.5","3.9695","2.6853","50.4587","50.4587","65.0873","3.374","0.4444","0.0938","6.1328"
"1658","279.19","195.43","","11.91","4.8","3.4765","50.0777","50.0777","54.544","2.0166","0.207","0.1336","3.7623"
"1659","316.92","221.85","","12.49","3.4426","2.3686","62.7849","62.7849","50.1014","3.6223","0.5394","0.0783","4.4866"
"1660","298.38","208.87","","11.01","2.7011","2.3876","82.1503","82.1503","37.2484","3.5696","0.5337","0.0566","4.2522"
"1661","343.96","240.77","","14.2","3.4744","1.9362","43.4969","43.4969","50.61","3.9361","0.6691","0.0792","2.0155"
"1662","182.3","127.61","","8.76","4.1827","2.2133","70.6019","70.6019","52.4128","4.0126","0.586","0.1","6.0419"
"1663","192.09","134.46","","7.72","3.9031","3.5","86.9132","86.9132","25","2","0.2","0.0918","2.1793"
"1664","356.36","249.45","","13.86","3.8178","3.4812","54.8245","54.8245","48.6","2","0.2056","0.0893","3.0902"
"1665","385.77","270.04","","14.92","3.7353","2.0733","57.694","57.694","77.877","4.6453","0.628","0.0869","9.9154"
"1666","189.92","132.94","","8.32","4.8","3.3483","78.3797","78.3797","53.5061","2.5976","0.2455","0.1186","7.3239"
"1667","552.03","386.42","","19.56","2.7578","2.3875","50.5062","50.5062","76.7753","4.0763","0.5337","0.0582","8.7105"
"1668","390.41","273.29","","14.31","3.1337","2.3453","68.3429","68.3429","63.3312","4.0696","0.5464","0.0693","8.1414"
"1669","42.33","33.52","20","3.25","4.8","3.273","95.4443","95.4443","25","2.1012","0.2681","0.1259","2.0445"
"1670","396.82","277.77","","14.8","2.748","1.6202","60.5956","60.5956","57.3206","4.7985","0.7639","0.0579","5.7816"
"1671","245.72","172","","9.36","3.1649","3.0457","85.3904","85.3904","27.5586","2.4717","0.3363","0.0702","2.5543"
"1672","119.75","83.83","","6.65","4.0172","2.1634","75.0254","75.0254","34.3662","3.6974","0.601","0.0952","2.664"
"1673","469.19","328.44","","16.5","2.2964","1.8105","64.5604","64.5604","60.1842","4.6688","0.7069","0.0447","6.9425"
"1674","163.55","114.48","","7.66","4.2911","2.7796","75.7485","75.7485","39.567","2.9911","0.4161","0.1032","3.905"
"1675","443.15","310.21","","16.68","3.4294","2.4792","48.6126","48.6126","68.6188","3.7175","0.5062","0.0779","6.6625"
"1676","204.4","143.08","","8.39","3.4142","2.3141","84.5399","84.5399","39.1793","3.7553","0.5558","0.0775","4.997"
"1677","93.79","65.65","","4.62","3.9431","2.6745","100","100","31.3729","3.3114","0.4477","0.093","5.4517"
"1678","299.01","209.3","","12.01","3.4673","2.4122","61.5282","61.5282","44.3982","3.4006","0.5263","0.079","3.0635"
"1679","612.5","428.75","","22.29","3.0798","2.4682","27.7909","27.7909","83.7958","3.7952","0.5095","0.0677","7.2132"
"1680","68.77","48.14","","3.85","4.0423","2.7272","100","100","25","3.1764","0.4318","0.0959","4.9017"
"1681","71.75","50.23","","3.95","4.1009","2.9279","100","100","25","2.4151","0.3716","0.0976","0.6303"
"1682","404.38","283.06","","14.79","3.2024","2.5868","66.407","66.407","64.1198","3.7278","0.4739","0.0713","8.0557"
"1683","277.72","194.4","","12","4.3508","2.7554","51.2362","51.2362","54.0797","3.0142","0.4234","0.105","3.8153"
"1684","337.12","235.98","","13.15","3.4866","2.6939","59.383","59.383","48.5173","3.0837","0.4418","0.0796","3.6825"
"1685","523.98","366.79","","18.1","2.5133","1.8471","63.1336","63.1336","76.6412","5.0082","0.6959","0.0511","10.372"
"1686","602.74","421.92","","22.09","2.6998","2.3647","24.9544","24.9544","70.1789","3.5539","0.5406","0.0565","3.8376"
"1687","230.53","161.37","","9.46","3.4261","2.1908","78.1046","78.1046","43.8166","3.9429","0.5928","0.0778","5.1554"
"1688","292.31","204.62","","12.35","4.086","2.4266","54.7813","54.7813","58.4594","3.6298","0.522","0.0972","5.2535"
"1689","154.94","108.46","","6.41","3.8212","2.6219","100","100","45.1296","3.8583","0.4634","0.0894","9.6276"
"1690","554.12","387.88","","20.5","3.003","2.8413","31.8723","31.8723","69.3338","2.9827","0.3976","0.0654","4.5781"
"1691","519.88","363.91","","19.07","3.0846","2.1913","41.8259","41.8259","74.2596","4.1511","0.5926","0.0678","6.9947"
"1692","272.85","190.99","","10.02","2.8718","2.6146","89.05","89.05","37.5058","3.3689","0.4656","0.0616","5.2328"
"1693","203.37","142.36","","8.48","3.7613","2.6579","81.4156","81.4156","39.8881","3.2527","0.4526","0.0877","4.7345"
"1694","568.93","398.25","","19.82","2.1874","1.8512","51.4851","51.4851","68.8528","4.6305","0.6946","0.0415","7.0987"
"1695","190.67","133.47","","8.04","3.9753","2.8686","83.0705","83.0705","40.0409","2.9921","0.3894","0.0939","4.9897"
"1696","268.64","188.04","","10.65","3.5558","2.16","78.0079","78.0079","58.7736","4.3575","0.602","0.0816","8.433"
"1697","312.67","218.87","","11.58","3.3699","2.8096","80.9553","80.9553","53.6748","3.3818","0.4071","0.0762","7.7059"
"1698","412.74","288.92","","15.75","3.306","2.5902","48.7947","48.7947","56.1474","3.2559","0.4729","0.0743","3.9432"
"1699","214.76","150.33","","8.73","3.6714","2.4749","84.9984","84.9984","47.6274","3.7524","0.5075","0.085","6.9169"
"1700","244.68","171.27","","11.34","4.4237","2.6593","43.9745","43.9745","43.8931","2.7811","0.4522","0.1071","0.6018"
"1701","417.63","292.34","","16.24","3.5493","2.4034","42.4972","42.4972","62.7034","3.5808","0.529","0.0814","4.5422"
"1702","136.65","95.66","","6.79","4.6104","2.9947","78.4551","78.4551","39.9828","2.7469","0.3516","0.1126","4.3589"
"1703","449.29","314.5","","16.34","2.6354","1.9847","57.1145","57.1145","58.1592","4.2653","0.6546","0.0546","5.4999"
"1704","367.91","257.54","","14.25","2.9806","1.7566","55.4427","55.4427","52.1273","4.4028","0.723","0.0648","3.949"
"1705","203.55","142.48","","8.77","4.3345","2.9991","75.9388","75.9388","47.2732","2.8849","0.3503","0.1045","5.6258"
"1706","248.12","173.68","","11.22","4.8","2.852","53.5647","53.5647","62.7614","3.1338","0.3944","0.1357","6.037"
"1707","597.83","418.48","","21.46","2.5101","1.873","33.8122","33.8122","71.6813","4.4024","0.6881","0.051","5.3543"
"1708","172.92","121.04","","6.94","3.0564","1.8918","100","100","43.2072","4.7057","0.6825","0.067","8.2504"
"1709","390.1","273.07","","13.95","2.0998","1.59","71.7618","71.7618","45.1147","4.7048","0.773","0.0389","4.5916"
"1710","353.86","247.7","","12.47","2.4937","2.4214","85.3031","85.3031","47.6439","3.831","0.5236","0.0505","6.9614"
"1711","50.24","36.84","22","3.32","4.8","3.3155","100","100","29.589","2.3821","0.2554","0.1192","5.0297"
"1712","330.73","231.51","","12.7","3.4894","2.2707","69.0941","69.0941","62.0616","4.152","0.5688","0.0797","7.9627"
"1713","180.16","126.11","","6.9","2.6087","1.948","100","100","26.645","4.3335","0.6656","0.0539","5.6549"
"1714","215.28","150.7","","8.88","4.0336","3.0481","78.8557","78.8557","41.279","2.712","0.3356","0.0957","4.6977"
"1715","313.55","219.49","","11.99","3.0232","2.8788","68.7399","68.7399","32.2463","2.5651","0.3864","0.066","1.3559"
"1716","142.86","100","","6.33","4.0353","3.1186","87.7919","87.7919","25","2.3422","0.3144","0.0957","2.2964"
"1717","-2.16","23.71","12","1.94","4.8","2.9473","100","100","25","2.9871","0.3658","0.1196","5.8994"
"1718","265.46","185.82","","11.03","3.9004","2.6789","63.0358","63.0358","45.9492","3.0956","0.4463","0.0917","3.6067"
"1719","17.96","29.05","16","2.72","4.7291","2.8369","98.1152","98.1152","32.5046","3.0762","0.3989","0.1161","5.3464"
"1720","226.1","158.27","","9.52","4.4386","3.281","71.6576","71.6576","47.1738","2.4296","0.2657","0.1075","5.0306"
"1721","232.09","162.46","","9.57","4.0338","3.123","72.6582","72.6582","39.2668","2.4645","0.3131","0.0957","3.4251"
"1722","215.58","150.9","","8.95","3.5664","2.5571","77.2508","77.2508","35.1872","3.2104","0.4829","0.0819","3.1426"
"1723","301.42","210.99","","12.49","3.9234","2.4597","55.2199","55.2199","54.6658","3.4961","0.5121","0.0924","4.4776"
"1724","95.49","66.84","","4.56","3.9905","2.9978","100","100","25","2.4873","0.3507","0.0944","2.1112"
"1725","470.94","329.66","","18.38","3.7267","2.3269","29.6156","29.6156","72.9098","3.7452","0.5519","0.0867","5.0626"
"1726","267.35","187.14","","9.95","3.2885","2.7159","88.6263","88.6263","46.8806","3.4575","0.4352","0.0738","7.2385"
"1727","346.17","242.32","","13.7","3.5389","2.4807","53.5581","53.5581","51.546","3.3639","0.5058","0.0811","3.5688"
"1728","180.23","126.16","","7.15","2.9238","1.9557","97.7149","97.7149","36.7538","4.388","0.6633","0.0631","6.2277"
"1729","459.69","321.79","","17.52","3.3583","2.3725","39.3854","39.3854","65.0725","3.6352","0.5383","0.0758","4.6467"
"1730","193.34","135.34","","9.57","4.8","2.8989","51.88","51.88","44.0455","2.5758","0.3803","0.1242","1.694"
"1731","233.23","163.26","","8.44","2.3363","2.2776","98.5392","98.5392","25","3.6492","0.5667","0.0459","3.6216"
"1732","293.87","205.71","","12.91","4.8","3.0024","41.4709","41.4709","62.2784","2.7309","0.3493","0.1358","4.3113"
"1733","366.7","256.69","","14.31","3.4959","2.0494","56.5303","56.5303","64.8676","4.3352","0.6352","0.0799","6.8976"
"1734","370.93","259.65","","13.5","2.7919","2.4345","72.7631","72.7631","50.4271","3.6917","0.5196","0.0592","5.8944"
"1735","451.86","316.3","","16.83","3.2089","2.4471","49.7619","49.7619","65.2672","3.6953","0.5159","0.0715","6.0791"
"1736","53.07","43.32","20","4.05","4.5348","2.7182","88.8385","88.8385","30.2841","3.0427","0.4345","0.1104","3.6157"
"1737","137.11","95.98","","5.67","3.5151","2.7547","100","100","25","3.1691","0.4236","0.0804","5.1704"
"1738","223.36","156.35","","9.1","3.8141","3.1497","76.5673","76.5673","31.8686","2.3022","0.3051","0.0892","2.321"
"1739","182.81","127.97","","7.98","3.3718","2.0459","81.451","81.451","35.9568","3.9965","0.6362","0.0762","3.8744"
"1740","353.01","247.11","","14.42","4.1254","2.9042","41.7165","41.7165","56.6217","2.7282","0.3787","0.0983","3.0997"
"1741","324.53","227.17","","13.35","3.7914","2.8055","45.1629","45.1629","41.9748","2.5502","0.4083","0.0885","0.3389"
"1742","453.49","317.44","","16.46","3.3114","2.5081","60.3552","60.3552","75.701","4.0335","0.4976","0.0745","9.7931"
"1743","265.18","185.63","","9.94","2.8209","2.3184","85.7379","85.7379","36.4956","3.7005","0.5545","0.0601","4.567"
"1744","115.26","80.68","","5.12","3.4337","2.4139","100","100","25","3.6873","0.5258","0.0781","5.6072"
"1745","491.39","343.98","","17.67","2.7694","2.5428","55.1863","55.1863","65.2431","3.6457","0.4871","0.0586","6.8002"
"1746","85.73","60.01","","4.35","3.6922","2.4959","100","100","25","3.3955","0.5012","0.0856","4.0306"
"1747","366.25","256.37","","14.36","3.1637","3.0778","44.7154","44.7154","27.5204","2","0.3267","0.0701","0"
"1748","502.06","351.44","","18.64","3.25","2.7632","41.0097","41.0097","69.6726","3.2377","0.421","0.0727","5.8762"
"1749","492.83","344.98","","17.62","2.7608","2.375","56.7503","56.7503","67.7574","3.9631","0.5375","0.0583","7.5628"
"1750","74.7","57.28","21","5.09","4.1786","2.1008","87.6052","87.6052","43.1263","4.1939","0.6198","0.0999","6.2758"
"1751","382.52","267.76","","13.83","3.1403","2.2906","74.7239","74.7239","67.443","4.3448","0.5628","0.0694","9.9005"
"1752","313.94","219.75","","11.09","2.8949","2.5368","92.6129","92.6129","53.6327","3.9333","0.489","0.0622","9.2578"
"1753","473.03","331.12","","17.1","2.792","1.6313","56.2412","56.2412","71.5184","5.0719","0.7606","0.0592","8.322"
